1448 1448 100 100 4 1 0.0798421
1024 1024 100 100 2 1 0.112543
1024 1024 100 100 2 1 0.112619
1448 1448 100 100 4 1 0.0769939
1024 1024 100 100 2 1 0.112326
1448 1448 100 100 4 1 0.0768321
1024 1024 100 100 2 1 0.112787
1448 1448 100 100 4 1 0.078162
1024 1024 100 100 2 1 0.112711
1448 1448 100 100 4 1 0.0773659
1024 1024 100 100 2 1 0.112755
1448 1448 100 100 4 1 0.0770049
1024 1024 100 100 2 1 0.112628
1448 1448 100 100 4 1 0.0776088
1024 1024 100 100 2 1 0.112639
1448 1448 100 100 4 1 0.077631
1024 1024 100 100 2 1 0.112798
1448 1448 100 100 4 1 0.07723
1024 1024 100 100 2 1 0.112808
1448 1448 100 100 4 1 0.077194
2048 2048 100 100 8 1 0.0714309
2896 2896 100 100 16 1 0.0739729
2048 2048 100 100 8 1 0.0714209
2896 2896 100 100 16 1 0.074059
2048 2048 100 100 8 1 0.071449
2048 2048 100 100 8 1 0.0714381
2896 2896 100 100 16 1 0.0740411
2048 2048 100 100 8 1 0.0714171
2896 2896 100 100 16 1 0.0740421
2048 2048 100 100 8 1 0.0715091
2896 2896 100 100 16 1 0.0739779
2048 2048 100 100 8 1 0.0714319
2048 2048 100 100 8 1 0.0704839
2896 2896 100 100 16 1 0.0740371
2048 2048 100 100 8 1 0.0714178
2896 2896 100 100 16 1 0.073993
2048 2048 100 100 8 1 0.0714521
2896 2896 100 100 16 1 0.0739899
2896 2896 100 100 16 1 0.0739858
2896 2896 100 100 16 1 0.0739729
4096 4096 100 100 32 1 0.119041
4096 4096 100 100 32 1 0.076597
4096 4096 100 100 32 1 0.0765989
4096 4096 100 100 32 1 0.0765898
4096 4096 100 100 32 1 0.0766621
4096 4096 100 100 32 1 0.0766082
4096 4096 100 100 32 1 0.076582
4096 4096 100 100 32 1 0.0765731
4096 4096 100 100 32 1 0.076591
4096 4096 100 100 32 1 0.0766001
