1448 1448 100 1448 64 1 0.00418806
1024 1024 100 1024 64 1 0.00226688
2048 2048 100 2048 64 1 0.008255
2896 2896 100 2896 64 1 0.01615
1448 1448 100 1448 64 1 0.004179
1024 1024 100 1024 64 1 0.00228
2048 2048 100 2048 64 1 0.00824094
2896 2896 100 2896 64 1 0.016206
1448 1448 100 1448 64 1 0.0042038
1024 1024 100 1024 64 1 0.002244
2048 2048 100 2048 64 1 0.00822711
2896 2896 100 2896 64 1 0.01648
1448 1448 100 1448 64 1 0.00419903
2048 2048 100 2048 64 1 0.0081861
1024 1024 100 1024 64 1 0.00225782
2896 2896 100 2896 64 1 0.0169871
1448 1448 100 1448 64 1 0.00419903
2048 2048 100 2048 64 1 0.00822282
1024 1024 100 1024 64 1 0.00223088
2896 2896 100 2896 64 1 0.0186272
1448 1448 100 1448 64 1 0.00419807
2048 2048 100 2048 64 1 0.00820112
1024 1024 100 1024 64 1 0.00225782
2896 2896 100 2896 64 1 0.016166
1448 1448 100 1448 64 1 0.0041821
2048 2048 100 2048 64 1 0.0081799
1024 1024 100 1024 64 1 0.00226307
1448 1448 100 1448 64 1 0.00420904
2896 2896 100 2896 64 1 0.0161569
2048 2048 100 2048 64 1 0.00821614
1024 1024 100 1024 64 1 0.00226808
1448 1448 100 1448 64 1 0.00420189
2896 2896 100 2896 64 1 0.01615
4096 4096 100 4096 64 1 0.031868
2048 2048 100 2048 64 1 0.00819683
1024 1024 100 1024 64 1 0.00223994
1448 1448 100 1448 64 1 0.00420785
2896 2896 100 2896 64 1 0.0162482
4096 4096 100 4096 64 1 0.0318849
2048 2048 100 2048 64 1 0.00820112
1024 1024 100 1024 64 1 0.00221205
2896 2896 100 2896 64 1 0.0181139
4096 4096 100 4096 64 1 0.031898
4096 4096 100 4096 64 1 0.031904
4096 4096 100 4096 64 1 0.0318429
4096 4096 100 4096 64 1 0.031832
4096 4096 100 4096 64 1 0.0318348
4096 4096 100 4096 64 1 0.031853
4096 4096 100 4096 64 1 0.0318441
4096 4096 100 4096 64 1 0.0318151
