1000 1000 100 1 2 4 0.0331612
1000 1000 100 1 2 1 0.110143
1000 1000 100 1 2 8 0.0234571
1000 1000 100 1 2 2 0.0582311
1000 1000 100 1 2 16 0.0218961
1000 1000 100 1 2 4 0.0330489
1000 1000 100 1 2 1 0.110297
1000 1000 100 1 2 2 0.058028
1000 1000 100 1 2 8 0.023144
1000 1000 100 1 2 16 0.0201108
1000 1000 100 1 2 4 0.032661
1000 1000 100 1 2 1 0.113871
1000 1000 100 1 2 2 0.0582869
1000 1000 100 1 2 8 0.023097
1000 1000 100 1 2 16 0.0199592
1000 1000 100 1 2 4 0.032665
1000 1000 100 1 2 8 0.022964
1000 1000 100 1 2 1 0.116181
1000 1000 100 1 2 2 0.060246
1000 1000 100 1 2 16 0.019305
1000 1000 100 1 2 4 0.0323281
1000 1000 100 1 2 8 0.02335
1000 1000 100 1 2 1 0.110729
1000 1000 100 1 2 16 0.019031
1000 1000 100 1 2 2 0.0577431
1000 1000 100 1 2 4 0.0330751
1000 1000 100 1 2 8 0.0234849
1000 1000 100 1 2 1 0.119614
1000 1000 100 1 2 16 0.0208309
1000 1000 100 1 2 2 0.0601721
1000 1000 100 1 2 4 0.032685
1000 1000 100 1 2 1 0.111012
1000 1000 100 1 2 8 0.023083
1000 1000 100 1 2 2 0.058445
1000 1000 100 1 2 16 0.0205328
1000 1000 100 1 2 4 0.0324471
1000 1000 100 1 2 8 0.02297
1000 1000 100 1 2 1 0.114054
1000 1000 100 1 2 2 0.059624
1000 1000 100 1 2 16 0.019659
1000 1000 100 1 2 4 0.032886
1000 1000 100 1 2 8 0.022887
1000 1000 100 1 2 1 0.110055
1000 1000 100 1 2 2 0.0580351
1000 1000 100 1 2 16 0.0208609
1000 1000 100 1 2 4 0.033258
1000 1000 100 1 2 8 0.023082
1000 1000 100 1 2 1 0.113479
1000 1000 100 1 2 2 0.060272
1000 1000 100 1 2 16 0.0221581
