10000 10000 100 63 64 1 0.545391
10000 10000 100 31 32 1 1.08144
10000 10000 100 15 16 1 2.13136
10000 10000 100 7 8 1 3.8937
10000 10000 100 63 64 1 0.545605
10000 10000 100 31 32 1 1.08151
10000 10000 100 3 4 1 6.41073
10000 10000 100 15 16 1 2.13183
10000 10000 100 7 8 1 3.86045
10000 10000 100 63 64 1 0.545689
10000 10000 100 15 16 1 2.1317
10000 10000 100 1 2 1 10.6365
10000 10000 100 31 32 1 1.08168
10000 10000 100 63 64 1 0.545315
10000 10000 100 15 16 1 2.1323
10000 10000 100 3 4 1 6.46206
10000 10000 100 7 8 1 3.907
10000 10000 100 31 32 1 1.08156
10000 10000 100 15 16 1 2.1321
10000 10000 100 63 64 1 0.545317
10000 10000 100 7 8 1 3.90321
10000 10000 100 31 32 1 1.08132
10000 10000 100 15 16 1 2.13107
10000 10000 100 3 4 1 6.43526
10000 10000 100 63 64 1 0.546356
10000 10000 100 1 2 1 10.642
10000 10000 100 7 8 1 3.86907
10000 10000 100 15 16 1 2.1312
10000 10000 100 31 32 1 1.0808
10000 10000 100 63 64 1 0.545433
10000 10000 100 15 16 1 2.1317
10000 10000 100 3 4 1 6.38519
10000 10000 100 31 32 1 1.08098
10000 10000 100 7 8 1 3.87817
10000 10000 100 63 64 1 0.546308
10000 10000 100 15 16 1 2.13146
10000 10000 100 31 32 1 1.08155
10000 10000 100 1 2 1 10.6228
10000 10000 100 7 8 1 3.87614
10000 10000 100 63 64 1 0.545624
10000 10000 100 15 16 1 2.13166
10000 10000 100 3 4 1 6.37936
10000 10000 100 31 32 1 1.08214
10000 10000 100 63 64 1 0.54531
10000 10000 100 7 8 1 3.85159
10000 10000 100 31 32 1 1.08188
10000 10000 100 3 4 1 6.38546
10000 10000 100 7 8 1 3.8119
10000 10000 100 1 2 1 10.6247
10000 10000 100 7 8 1 3.88006
10000 10000 100 3 4 1 6.40058
10000 10000 100 1 2 1 10.6243
10000 10000 100 3 4 1 6.39901
10000 10000 100 3 4 1 6.43689
10000 10000 100 1 2 1 10.673
10000 10000 100 3 4 1 6.40495
10000 10000 100 1 2 1 10.6314
10000 10000 100 1 2 1 10.6284
10000 10000 100 1 2 1 10.6206
10000 10000 100 1 2 1 10.6213
