10000 10000 100 1000 64 1 0.1882
10000 10000 100 1000 16 1 0.787506
10000 10000 100 1000 32 1 0.382509
10000 10000 100 1000 8 1 1.61652
10000 10000 100 1000 16 1 0.790604
10000 10000 100 1000 4 1 3.60031
10000 10000 100 1000 64 1 0.204317
10000 10000 100 1000 8 1 1.6127
10000 10000 100 1000 32 1 0.395326
10000 10000 100 1000 16 1 0.787315
10000 10000 100 1000 8 1 1.59048
10000 10000 100 1000 16 1 0.787711
10000 10000 100 1000 64 1 0.188087
10000 10000 100 1000 4 1 3.59262
10000 10000 100 1000 32 1 0.381722
10000 10000 100 1000 16 1 0.788711
10000 10000 100 1000 8 1 1.59585
10000 10000 100 1000 2 1 10.6255
10000 10000 100 1000 64 1 0.188024
10000 10000 100 1000 16 1 0.788256
10000 10000 100 1000 4 1 3.57643
10000 10000 100 1000 32 1 0.381789
10000 10000 100 1000 8 1 1.59836
10000 10000 100 1000 16 1 0.787051
10000 10000 100 1000 64 1 0.188165
10000 10000 100 1000 8 1 1.60356
10000 10000 100 1000 16 1 0.787453
10000 10000 100 1000 32 1 0.381743
10000 10000 100 1000 4 1 3.56285
10000 10000 100 1000 8 1 1.58333
10000 10000 100 1000 16 1 0.788302
10000 10000 100 1000 64 1 0.188081
10000 10000 100 1000 32 1 0.381672
10000 10000 100 1000 16 1 0.788081
10000 10000 100 1000 8 1 1.57511
10000 10000 100 1000 4 1 3.59332
10000 10000 100 1000 2 1 10.6272
10000 10000 100 1000 64 1 0.188036
10000 10000 100 1000 8 1 1.58281
10000 10000 100 1000 32 1 0.381792
10000 10000 100 1000 4 1 3.57203
10000 10000 100 1000 64 1 0.188127
10000 10000 100 1000 8 1 1.67299
10000 10000 100 1000 32 1 0.381585
10000 10000 100 1000 4 1 3.56754
10000 10000 100 1000 64 1 0.188086
10000 10000 100 1000 32 1 0.381711
10000 10000 100 1000 2 1 10.6256
10000 10000 100 1000 64 1 0.190262
10000 10000 100 1000 4 1 3.57417
10000 10000 100 1000 32 1 0.389336
10000 10000 100 1000 4 1 3.55856
10000 10000 100 1000 4 1 3.55471
10000 10000 100 1000 2 1 10.62
10000 10000 100 1000 2 1 10.6232
10000 10000 100 1000 2 1 10.6198
10000 10000 100 1000 2 1 10.6222
10000 10000 100 1000 2 1 10.6217
10000 10000 100 1000 2 1 10.6209
10000 10000 100 1000 2 1 10.6168
