1024 1024 300 1 1 1 0.288299
1024 1024 300 1 1 1 0.288404
2048 2048 300 1 1 1 1.15386
1448 1448 300 1 1 1 0.576995
1024 1024 300 1 1 1 0.288382
2896 2896 300 1 1 1 2.30716
1024 1024 300 1 1 1 0.288648
1448 1448 300 1 1 1 0.576806
2048 2048 300 1 1 1 1.15379
1024 1024 300 1 1 1 0.288611
1448 1448 300 1 1 1 0.576486
1024 1024 300 1 1 1 0.288787
2048 2048 300 1 1 1 1.15383
1448 1448 300 1 1 1 0.576586
1024 1024 300 1 1 1 0.292302
4096 4096 300 1 1 1 4.61205
2896 2896 300 1 1 1 2.30569
1024 1024 300 1 1 1 0.28839
1448 1448 300 1 1 1 0.576585
1024 1024 300 1 1 1 0.288328
2048 2048 300 1 1 1 1.15352
1448 1448 300 1 1 1 0.576728
1024 1024 300 1 1 1 0.288458
1448 1448 300 1 1 1 0.57663
2048 2048 300 1 1 1 1.15451
2896 2896 300 1 1 1 2.30723
1448 1448 300 1 1 1 0.576467
2048 2048 300 1 1 1 1.15366
1448 1448 300 1 1 1 0.578264
4096 4096 300 1 1 1 4.61123
2896 2896 300 1 1 1 2.30587
1448 1448 300 1 1 1 0.576878
5793 5793 300 1 1 1 9.25201
2048 2048 300 1 1 1 1.15491
2048 2048 300 1 1 1 1.15805
2896 2896 300 1 1 1 2.30547
2048 2048 300 1 1 1 1.15526
4096 4096 300 1 1 1 4.6116
2048 2048 300 1 1 1 1.15787
2896 2896 300 1 1 1 2.30715
2896 2896 300 1 1 1 2.30573
5793 5793 300 1 1 1 9.23639
4096 4096 300 1 1 1 4.61176
2896 2896 300 1 1 1 2.30541
2896 2896 300 1 1 1 2.30535
4096 4096 300 1 1 1 4.61146
2896 2896 300 1 1 1 2.3056
5793 5793 300 1 1 1 9.22691
4096 4096 300 1 1 1 4.6118
4096 4096 300 1 1 1 4.61168
5793 5793 300 1 1 1 9.22368
4096 4096 300 1 1 1 4.61137
4096 4096 300 1 1 1 4.6115
5793 5793 300 1 1 1 9.22452
4096 4096 300 1 1 1 4.61228
5793 5793 300 1 1 1 9.22779
5793 5793 300 1 1 1 9.22685
5793 5793 300 1 1 1 9.22424
5793 5793 300 1 1 1 9.22502
5793 5793 300 1 1 1 9.22429
